date,price,dix,gex,NEGATIVE_GAMMA_REGIME,DIX_10D_MA,DARK_POOL_ACCUMULATION,DIP_BUY_SAFE,NET_LIQUIDITY_B,RISK_ON_LIQUIDITY,VPIN_PROXY,HIGH_TOXICITY_FLAG,TOTAL_CLUSTER_BUYS,EUREKA_AVOID_CRASH_FLAG,EUREKA_BUY_THE_DIP_FLAG
2026-04-17,7126.06,0.5087107326916703,9780203902.370005,False,0.4801478177558081,True,True,6364.57,True,0.3219303601566542,False,0,False,False
2026-04-20,7109.14,0.4735528613834722,7185735880.470004,False,0.4821439381609177,True,True,6334.5,True,0.2322239170338691,False,0,False,False
2026-04-21,7064.01,0.4752254808784145,6359145548.17999,False,0.4827919630546107,True,True,6322.919999999999,False,0.2362925438930983,False,0,False,False
2026-04-22,7137.9,0.4836678367242191,9888930994.329994,False,0.4856673578864615,True,True,6323.11,False,0.3896031862948464,False,0,False,False
2026-04-23,7108.4,0.500839584947403,6199237820.500002,False,0.4873162715418171,True,True,6291.69,False,0.2909142088458692,False,0,False,False
2026-04-24,7165.08,0.4833588923978335,6672055294.960004,False,0.4880549806892271,True,True,6277.75,False,0.0121004337279377,False,0,False,False
2026-04-27,7173.91,0.4693799810171222,6375296101.809994,False,0.4891497089012831,True,True,6289.27,False,0.1494456305206379,False,0,False,False
2026-04-28,7138.8,0.4474305236771733,6253277687.449994,False,0.4848965214384959,True,True,6226.59,False,0.0122453680886105,False,0,False,False
2026-04-29,7135.95,0.4565729912992703,6095989872.319997,False,0.479624538488818,True,True,6227.12,False,0.3800915150409296,False,0,False,False
2026-04-30,7209.01,0.4460611240650714,6946361649.689999,False,0.474480000908165,True,True,6212.719999999999,False,0.0730219670558333,False,0,False,False
2026-05-01,7230.12,0.4578831560205426,8425788598.119994,False,0.4693972432410522,True,True,6183.300000000001,False,0.1280863850602862,False,0,False,False
2026-05-04,7200.75,0.4470357355384104,5927444691.909999,False,0.466745530656546,True,True,6188.82,False,0.1992396990699139,False,0,False,False
2026-05-05,7259.22,0.4367253102343347,6707898191.189997,False,0.462895513592138,True,True,6182.07,False,0.3789068580653416,False,0,False,False
2026-05-06,7365.12,0.4511810054120742,8492997873.139992,False,0.4596468304609235,True,True,6181.389999999999,False,0.3775509052504089,False,0,False,False
2026-05-07,7337.11,0.4663110207687232,8472046156.229991,False,0.4561939740430555,True,True,6193.030000000001,False,0.0217596509763185,False,0,False,False
2026-05-08,7398.93,0.4296161123681806,21320969400.29001,False,0.4508196960400902,True,True,6183.95,False,0.4669704644703402,False,0,False,False
2026-05-11,7412.84,0.4558958919462222,7829916426.260001,False,0.4494712871330003,False,True,6152.51,False,0.3647392157898118,False,0,False,False
2026-05-12,7400.96,0.4402876479584301,7542266245.039989,False,0.4487569995611259,False,True,6129.679999999999,False,0.0012557330240121,False,0,False,False
2026-05-13,7444.25,0.4540866374304625,8599272149.920002,False,0.4485083641742452,False,True,6179.280000000001,False,0.3505659045354877,False,0,False,False
2026-05-14,7501.24,0.4564458239971536,9067645347.11,False,0.4495468341674534,False,True,6193.39,False,0.0564212030627832,False,0,False,False
2026-05-15,7408.5,0.4586056288898683,18158401316.429977,False,0.4496190814543859,False,True,6190.24,False,0.0725834017138886,False,0,False,False
2026-05-18,7403.05,0.406804796618155,5732999302.109999,False,0.4455959875623604,False,True,6184.469999999999,False,0.0468580317967509,False,0,False,False
2026-05-19,7353.61,0.4233686847617977,5071324836.050002,False,0.4442603250151068,False,True,6194.83,False,0.2174876326527321,False,0,False,False
2026-05-20,7432.97,0.4342620868408589,6379637570.380002,False,0.4425684331579852,False,True,6152.62,False,0.3056251993101033,False,0,False,False
2026-05-21,7445.72,0.4546384297820917,7296277520.409994,False,0.4414011740593221,False,True,6138.400000000001,False,0.1795912026584677,False,0,False,False
2026-05-22,7473.47,0.4464729955360107,9134498537.969994,False,0.443086862376105,False,True,6126.08,False,0.0939076199409094,False,0,False,False
2026-05-26,7519.12,0.4061861570724671,7103457636.9800005,False,0.4381158888887295,False,True,6129.24,False,0.210452033510985,False,0,False,False
2026-05-27,7520.36,0.4240568312036319,8171889036.700002,False,0.4364928072132497,False,True,6130.700000000001,False,0.0501205606204149,False,0,False,False
2026-05-28,7563.63,0.4250576927113554,9134728289.779997,False,0.433589912741339,False,True,6143.57,False,0.3343719142207309,False,0,False,False
2026-05-29,7580.06,0.449982731682619,7366590365.690004,False,0.4329436035098856,False,True,6144.389999999999,False,0.0023258453225043,False,0,False,False
2026-06-01,7599.96,0.4166602969946495,7239240262.650002,False,0.4287490703203637,False,True,6116.7300000000005,False,0.2502186533992653,False,0,False,False
2026-06-02,7609.78,0.4446884547284291,7033977418.819994,False,0.4325374361313911,False,True,6081.49,False,0.0869043013180039,False,0,False,False
2026-06-03,7553.68,0.4400888581255191,6111053584.429998,False,0.4342094534677632,False,True,6057.91,False,0.209292851093252,False,0,False,False
2026-06-04,7584.31,0.4370930990078814,7716824237.309999,False,0.4344925546844654,False,True,6042.47,False,0.4895701709694727,True,0,False,False
2026-06-05,7383.74,0.4322927686180423,3784922726.600004,False,0.4322579885680605,False,True,6056.299999999999,False,0.4144797340872967,True,0,False,False
