date,signal,conviction,kelly,regime,gap_pct,sector_score,p_green,decay_risk,actual_snxx_return,strat_return,bh_return,direction_correct,strat_cumret,bh_cumret
2025-05-13,STRONG_BUY,0.5101594615461716,1.0,TRENDING,1.405374387991588,1.0,0.5862068965517241,0.00019506354107575163,3.5376764436114705,3.5376764436114705,3.5376764436114705,True,1.0353767644361147,1.0353767644361147
2025-05-14,BUY,0.24873153320753294,0.85,TRENDING,0.0,0.5678882924706115,0.6,9.789719060344836e-05,-0.33333188011532844,-0.2833320980980292,-0.33333188011532844,False,1.0324432097262184,1.0319255236009426
2025-05-15,SELL,-0.31037295287200867,0.25,TRENDING,-1.8125497989482608,-0.3122367256201447,0.4,0.00014760775312086183,-6.6300948224742084,-1.6575237056185521,-6.6300948224742084,True,1.0153302187779571,0.9635078828888867
2025-05-16,HOLD,-0.04505674923747231,0.5,TRENDING,-0.04933511917117753,0.044515105263150376,0.3870967741935484,0.00024721081805891443,-0.4933511917117661,-0.24667559585588306,-0.4933511917117661,,1.0128256469108818,0.9587544052664175
2025-05-19,SELL,-0.3465263526753651,0.25,TRENDING,-2.744799291168098,-0.15776142686357236,0.375,0.00025526336368852004,-8.209692897050424,-2.052423224262606,-8.209692897050424,True,0.9920381781123949,0.8800436129571024
2025-05-20,HOLD,-0.05483648069651057,0.5,TRENDING,0.0,0.03818667282190249,0.36363636363636365,6.666000786089468e-05,7.2202247031854405,3.6101123515927203,7.2202247031854405,,1.0278518709129458,0.9435847392986368
2025-05-21,HOLD,-0.03158025466034638,0.5,TRENDING,-0.34843053405951196,-0.12238687535578742,0.5806451612903226,0.00010517030896476134,-7.86461831286327,-3.932309156431635,-7.86461831286327,,0.9874335576784822,0.8693754010943731
2025-05-22,SELL,-0.2540056861843475,0.25,TRENDING,-0.5181268293994185,-0.43419458986871656,0.38235294117647056,0.00012271511749034684,-3.9378152931417,-0.984453823285425,-3.9378152931417,True,0.977712730267513,0.8351410035952669
2025-05-23,AVOID,-0.5387489643644565,0.0,TRENDING,-4.2019031347153675,-0.6412260383007574,0.37142857142857144,0.00011378891159057221,-2.9598381132813767,-0.0,-2.9598381132813767,True,0.977712730267513,0.8104221818712136
2025-05-27,HOLD,0.08264995998629328,0.5,TRENDING,1.783800797484592,0.009934999462604179,0.3611111111111111,0.00010970612741026024,4.828334524403033,2.4141672622015165,4.828334524403033,,1.001316350920008,0.8495520758719217
2025-05-28,BUY,0.29513663733144924,0.85,TRENDING,0.5762211077648971,0.6168628024314834,0.5625,0.00011256388881558053,2.0953458495634347,1.7810439721289195,2.0953458495634347,True,1.0191502354300102,0.867353130033584
2025-05-29,HOLD,0.15140173806958634,0.5,TRENDING,1.192325201245541,0.04052552585023117,0.5757575757575758,7.139097970298315e-05,0.10366325618114125,0.051831628090570625,0.10366325618114125,,1.0196784775897225,0.8682522565307659
2025-05-30,HOLD,-0.05635473739663299,0.5,TRENDING,-1.0621758124860778,-0.03413362676719149,0.5882352941176471,3.654682144341666e-05,-4.715025302512421,-2.3575126512562106,-4.715025302512421,,0.9956394284784081,0.8273139429457053
2025-06-02,SELL,-0.20366119263640917,0.25,TRENDING,-0.39797749176712593,-0.313352072020246,0.3783783783783784,4.1218793061406724e-05,-1.9103041059767234,-0.47757602649418085,-1.9103041059767234,True,0.9908844932576716,0.8115097307242956
2025-06-03,HOLD,0.1111797429677049,0.5,TRENDING,0.3214543959248857,0.42912185328962743,0.3684210526315789,3.766108842651641e-05,7.018470368806495,3.5092351844032477,7.018470368806495,,1.0256569605318657,0.8684653007151616
2025-06-04,HOLD,0.19403776930386415,0.5,TRENDING,0.0,0.452399937926415,0.5714285714285714,5.498228222256549e-05,6.107662131547054,3.053831065773527,6.107662131547054,,1.0569787914208564,0.9215082270125677
2025-06-05,HOLD,-0.06173349781870134,0.5,TRENDING,-1.1175281221362228,-0.02928840113642971,0.5833333333333334,7.293525421906505e-05,-3.515825054265065,-1.7579125271325324,-3.515825054265065,,1.0383980288373351,0.8891096098901461
2025-06-06,HOLD,0.19472909725899415,0.5,TRENDING,1.5593063062544752,0.3500147507365171,0.38461538461538464,8.649998117353153e-05,0.15338749904558746,0.07669374952279373,0.15338749904558746,,1.0391944152206212,0.8904733928845305
2025-06-09,BUY,0.49635309645985093,0.85,TRENDING,2.8607889865455682,0.6405407712022715,0.5675675675675675,6.346485619510041e-05,13.639836857632792,11.593861328987872,13.639836857632792,True,1.1596771746598864,1.011932510934608
2025-06-10,HOLD,0.11818210093103436,0.5,TRENDING,-0.07173309305544483,0.24206623671151342,0.5789473684210527,0.0001233612463375013,-1.0999499948097569,-0.5499749974048784,-1.0999499948097569,,1.1532992401486457,1.0008017593331044
2025-06-11,BUY,0.3234907387026054,0.85,TRENDING,1.899497265277569,0.6149697818853711,0.4,0.00013374576801749864,-6.540036573031549,-5.559031087076816,-6.540036573031549,False,1.0891869768617617,0.9353489582491762
2025-06-12,SELL,-0.2083138530333244,0.25,TRENDING,-1.3919994523069437,-0.10681431324558892,0.3902439024390244,0.0001694675265616934,5.319411916477179,1.3298529791192948,5.319411916477179,False,1.1036715623217372,0.985104022194928
2025-06-13,HOLD,-0.03986684998686447,0.5,TRENDING,-0.7263904179236464,-0.03239044278722222,0.5641025641025641,0.0001631407854940057,5.811141816499754,2.905570908249877,5.811141816499754,,1.1357395221591846,1.0423498139647185
2025-06-16,BUY,0.22380227422349327,0.85,TRENDING,2.0470563103170956,0.04503851914212786,0.575,0.00016411112003143525,8.047054515165453,6.839996337890635,8.047054515165453,True,1.2134240638828493,1.126228271733185
2025-06-17,BUY,0.202839479045033,0.85,TRENDING,0.04523967016026561,0.4469056928786588,0.5853658536585366,0.00010137601707102961,-0.5428587847535749,-0.4614299670405386,-0.5428587847535749,False,1.2078249616248127,1.120114442623703
2025-06-18,HOLD,0.1927456948093994,0.5,NEUTRAL,2.063959728425395,0.19550693450824866,0.40476190476190477,0.00019776228296542833,11.476519712138744,5.738259856069372,11.476519712138744,,1.2771330965293146,1.2486645974299253
2025-06-20,HOLD,0.16766332640706577,0.5,NEUTRAL,0.7722020990981784,0.19323301730596,0.5714285714285714,0.00010896763051371696,-0.1715877380800368,-0.0857938690400184,-0.1715877380800368,,1.2760373946330115,1.246522042090989
2025-06-23,HOLD,-0.08802919359328704,0.5,NEUTRAL,-0.47230831269837165,-0.022646773001158655,0.4186046511627907,0.00015374188693072306,1.5886600143415475,0.7943300071707737,1.5886600143415475,,1.2861733425613016,1.2663250393436423
2025-06-24,HOLD,0.09309939978733894,0.5,NEUTRAL,0.48988187113700976,0.06644320746186957,0.5581395348837209,0.00016326509197784128,1.6613392260316662,0.8306696130158331,1.6613392260316662,,1.2968571936886684,1.2873629939513191
2025-06-25,BUY,0.23828422182615122,0.85,TRENDING,0.0,0.58346855813214,0.5681818181818182,6.89420366897073e-05,-0.38022878030332663,-0.32319446325782764,-0.38022878030332663,False,1.2926658230423058,1.2824680693413417
2025-06-26,BUY,0.45115862583099675,0.85,NEUTRAL,4.96296554646164,0.6722584286714859,0.4318181818181818,0.00013638371038065072,0.8042269913608013,0.6835929426566811,0.8042269913608013,True,1.3015023953807578,1.2927820237105685
2025-06-27,HOLD,-0.01514916734943278,0.5,NEUTRAL,-0.442662501162944,-0.01724817990486926,0.5555555555555556,5.134656425552167e-06,-1.2225847775080068,-0.6112923887540034,-1.2225847775080068,,1.2935464102983443,1.276976667482323
2025-06-30,HOLD,-0.014998661694582097,0.5,CHOPPY,0.16966704934996427,-0.0038621288696682877,0.4444444444444444,2.686530528032598e-05,-7.6352194846477595,-3.8176097423238797,-7.6352194846477595,,1.2441638565173139,1.179476696152307
